¶O¥Î¦~,ÃÄ«~¥N½X,ÃÄ«~¤ÀÃþ¤À²Õ¦WºÙ,¥Ó³ø°_©l¦~¤ë,¥Ó³øµ²§ô¦~¤ë,Âå¥O¶q_¨k©Ê,Âå¥O¶q_¤k©Ê,Âå¥O¶q_¦X­p,§t¥]»q¤ä¥IªºÂå¥O¶q_¨k©Ê,§t¥]»q¤ä¥IªºÂå¥O¶q_¤k©Ê,§t¥]»q¤ä¥IªºÂå¥O¶q_¦X­p
112,A000015421,SULFAMETHOXAZOLE ¡A ²´¥Î²G¾¯ ¡A 20.00  MG/ML ¡A 5.00 ML,11201,11212,0.0,0.0,0.0,150.0,95.0,245.0
112,A000023100,ISONIAZID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,11201,11212,0.0,0.0,0.0,9.0,12.0,21.0
112,A000058199,DICYCLOMINE 5MG/GM + ALUMINUM HYDROXIDE 400MG/GM + MAGNESIUM OXIDE 200MG/GM¡A ¤fªAÁû²É¾¯¡A 1.00GM,11201,11212,0.0,0.0,0.0,9.0,0.0,9.0
112,A000072100,EPHEDRINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,11201,11212,1102.5,659.0,1761.5,4475.0,4627.0,9102.0
112,A000076100,ACETAMINOPHEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 300.00 MG,11201,11212,175531.3,275214.9,450746.2,702852.5,950725.5,1653578.0
112,A000081100,TETRACYCLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11201,11212,0.0,0.0,0.0,8.0,0.0,8.0
112,A000096100,DIPHENHYDRAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,11201,11212,189219.3,163310.0,352529.3,233132.8,215101.2,448234.0
112,A000106100,ERYTHROMYCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11201,11212,0.0,0.0,0.0,7883.0,9327.4,17210.4
112,A000118100,EPHEDRINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,11201,11212,0.0,0.0,0.0,9.0,0.0,9.0
112,A000137151,GLYCYRRHIZIC ACID 0.12ML/ML + ANTIMONY POTASSIUM TARTRATE 0.24MG/ML¡A ¤fªA²G¾¯¡A 60.00ML,11201,11212,231.0,315.0,546.0,508.0,858.0,1366.0
112,A000173100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 15.00 MG,11201,11212,2649368.6,2579095.8,5228464.4,3310873.9,3419170.6,6730044.5
112,A000177100,CHLORZOXAZONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11201,11212,0.0,0.0,0.0,643.0,905.0,1548.0
112,A000186100,ESTRADIOL 50MCG + NORGESTREL 500MCG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11201,11212,0.0,0.0,0.0,0.0,1228.0,1228.0
112,A000199100,FUROSEMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,11201,11212,0.0,0.0,0.0,75.0,31.0,106.0
112,A000208100,DIMETHICONE 20MG + ALUMINUM HYDROXIDE 200MG + MAGNESIUM HYDROXIDE 200MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11201,11212,0.0,0.0,0.0,80847.8,99033.3,179881.1
112,A000373100,AMPICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11201,11212,0.0,0.0,0.0,0.0,21.0,21.0
112,A000389100,DIMETHICONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,11201,11212,147293.4,219705.2,366998.6,717922.2,916616.1,1634538.3
112,A000415100,DIMETHICONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,11201,11212,10104532.5,11340506.6,21445039.1,12918980.3,14718131.3,27637111.6
112,A000419212,DEXAMETHASONE ¡A ª`®g¾¯ ¡A 4.00 MG,11201,11212,0.0,0.0,0.0,1.5,0.0,1.5
112,A000419229,DEXAMETHASONE ¡A ª`®g¾¯ ¡A 20.00 MG,11201,11212,0.0,0.0,0.0,1.0,5.0,6.0
112,A000428100,BUTYLSCOPOLAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,11201,11212,0.0,0.0,0.0,102.0,30.0,132.0
112,A000429100,NALIDIXIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,11201,11212,21.0,85.0,106.0,324.0,334.0,658.0
112,A000480209,EPINEPHRINE ¡A ª`®g¾¯ ¡A 1.00 MG,11201,11212,0.0,0.0,0.0,0.0,1.0,1.0
112,A000506100,NIACINAMIDE (=NICOTINAMIDE) 50.000MG + CALCIUM PHOSPHATE DIBASIC 50.000MG + VITAMIN A (PALMITATE) 2500.000IU + THIAMINE MONONITRATE 10.000MG + RIBOFLAVIN (=VIT B2) 5.000MG + PYRIDOXINE HCL 5.000MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,11201,11212,0.0,0.0,0.0,0.0,9.0,9.0
112,A000518100,OXYTETRACYCLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11201,11212,0.0,0.0,0.0,3257.0,3016.0,6273.0
112,A000519100,TETRACYCLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11201,11212,0.0,0.0,0.0,30.0,24.0,54.0
112,A000541100,AMPICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11201,11212,0.0,0.0,0.0,18.0,27.0,45.0
112,A000542100,ERYTHROMYCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11201,11212,0.0,0.0,0.0,12.0,9.0,21.0
112,A000572100,METOCLOPRAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 3.84-5.00 MG,11201,11212,0.0,0.0,0.0,2523.0,3229.0,5752.0
112,A000582221,CHLORPHENIRAMINE 0.6MG/ML + VITAMIN B2  2MG/ML + VITAMIN B6 2MG/ML + BIOTIN 100MCG/ML + GLYCYRRHIZIC ACID 2MG/ML¡A ª`®g¾¯¡A 5.00ML,11201,11212,0.0,0.0,0.0,0.0,238.0,238.0
112,A000604151,DEXTROMETHORPHAN 2.5MG/ML + POTASSIUM CRESOLSULFONATE 15MG/ML¡A ¤ºªA²G¾¯¡A 60.00ML,11201,11212,7279.5,6107.0,13386.5,8552.0,7335.0,15887.0
112,A000647100,CYPROHEPTADINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.00 MG,11201,11212,0.0,0.0,0.0,275.3,604.7,880.0
112,A000706109,HOMATROPINE 2MG/GM + MAGALDRATE 400MG/GM + MAGNESIUM TRISILICATE 300MG/GM¡A ¤fªAÁû²É¾¯¡A 1.00GM,11201,11212,14.0,0.0,14.0,22.0,9.0,31.0
112,A000742199,CLOPERASTINE ¡A ¤fªAÁû²É¾¯ ¡A 177.00 MG,11201,11212,0.0,0.0,0.0,7374.0,9696.0,17070.0
112,A000749100,BELLADONNA ALKALOID 4MG + ALUMINUM HYDROXIDE 100MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11201,11212,0.0,0.0,0.0,27058.0,28879.0,55937.0
112,A000822157,DEXTROMETHORPHAN HBR  0.5MG/ML+ AMMONIUM CHLORIDE 2MG/ML+ CHLORPHENIRAMINE MALEATE  0.15MG/ML+METHYLEPHEDRINE DL- HCL  0.4MG/ML+ POTASSIUM GUAIACOLSULFONATE 6MG/ML¡A¤fªA²G¾¯¡A120ML,11201,11212,208.0,484.0,692.0,224.0,500.0,724.0
112,A000842100,BROMELAIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,11201,11212,0.0,0.0,0.0,6.0,0.0,6.0
