¶O¥Î¦~,ÃÄ«~¥N½X,ÃÄ«~¤ÀÃþ¤À²Õ¦WºÙ,¥Ó³ø°_©l¦~¤ë,¥Ó³øµ²§ô¦~¤ë,Âå¥O¶q_¨k©Ê,Âå¥O¶q_¤k©Ê,Âå¥O¶q_¦X­p,§t¥]»q¤ä¥IªºÂå¥O¶q_¨k©Ê,§t¥]»q¤ä¥IªºÂå¥O¶q_¤k©Ê,§t¥]»q¤ä¥IªºÂå¥O¶q_¦X­p
113,A000015421,SULFAMETHOXAZOLE ¡A ²´¥Î²G¾¯ ¡A 20.00  MG/ML ¡A 5.00 ML,11301,11312,0.0,0.0,0.0,126.0,112.0,238.0
113,A000023100,ISONIAZID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,11301,11312,0.0,0.0,0.0,1.0,2.0,3.0
113,A000072100,EPHEDRINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,11301,11312,908.0,1787.5,2695.5,2272.0,3506.0,5778.0
113,A000076100,ACETAMINOPHEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 300.00 MG,11301,11312,208454.3,322286.8,530741.1,759258.1,1022779.6,1782037.7
113,A000096100,DIPHENHYDRAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,11301,11312,299767.7,182318.5,482086.2,352023.6,244771.6,596795.2
113,A000098100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 15.00 MG,11301,11312,0.0,0.0,0.0,9.0,4.5,13.5
113,A000106100,ERYTHROMYCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,15.0,15.0,2390.0,2995.2,5385.2
113,A000137151,GLYCYRRHIZIC ACID 0.12ML/ML + ANTIMONY POTASSIUM TARTRATE 0.24MG/ML¡A ¤fªA²G¾¯¡A 60.00ML,11301,11312,199.0,319.0,518.0,564.0,782.0,1346.0
113,A000173100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 15.00 MG,11301,11312,3470366.0,3424803.5,6895169.5,4445662.9,4677051.8,9122714.7
113,A000177100,CHLORZOXAZONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,417.0,639.0,1056.0
113,A000186100,ESTRADIOL 50MCG + NORGESTREL 500MCG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11301,11312,0.0,0.0,0.0,0.0,1377.0,1377.0
113,A000199100,FUROSEMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,11301,11312,0.0,0.0,0.0,77.3,23.3,100.6
113,A000208100,DIMETHICONE 20MG + ALUMINUM HYDROXIDE 200MG + MAGNESIUM HYDROXIDE 200MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11301,11312,0.0,0.0,0.0,130344.6,156648.7,286993.3
113,A000315100,CYPROHEPTADINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,11301,11312,0.0,0.0,0.0,48.0,14.4,62.4
113,A000373100,AMPICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,72.0,90.0,162.0
113,A000389100,DIMETHICONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,11301,11312,138051.4,209231.8,347283.2,628142.0,813605.0,1441747.0
113,A000415100,DIMETHICONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,11301,11312,15240146.5,17199319.8,32439466.3,18002476.8,20466468.5,38468945.3
113,A000419229,DEXAMETHASONE ¡A ª`®g¾¯ ¡A 20.00 MG,11301,11312,0.0,0.0,0.0,3.0,4.0,7.0
113,A000428100,BUTYLSCOPOLAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,11301,11312,0.0,0.0,0.0,57.0,276.0,333.0
113,A000429100,NALIDIXIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,11301,11312,120.0,0.0,120.0,258.0,96.0,354.0
113,A000480209,EPINEPHRINE ¡A ª`®g¾¯ ¡A 1.00 MG,11301,11312,0.0,0.0,0.0,0.0,9.0,9.0
113,A000506100,NIACINAMIDE (=NICOTINAMIDE) 50.000MG + CALCIUM PHOSPHATE DIBASIC 50.000MG + VITAMIN A (PALMITATE) 2500.000IU + THIAMINE MONONITRATE 10.000MG + RIBOFLAVIN (=VIT B2) 5.000MG + PYRIDOXINE HCL 5.000MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,11301,11312,0.0,0.0,0.0,30.0,9.0,39.0
113,A000518100,OXYTETRACYCLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,2428.0,2403.0,4831.0
113,A000519100,TETRACYCLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,9.0,0.0,9.0
113,A000541100,AMPICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,18.0,9.0,27.0
113,A000572100,METOCLOPRAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 3.84-5.00 MG,11301,11312,0.0,0.0,0.0,1287.0,1467.0,2754.0
113,A000575100,PARAMETHASONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.00 MG,11301,11312,0.0,0.0,0.0,0.0,15.0,15.0
113,A000582221,CHLORPHENIRAMINE 0.6MG/ML + VITAMIN B2  2MG/ML + VITAMIN B6 2MG/ML + BIOTIN 100MCG/ML + GLYCYRRHIZIC ACID 2MG/ML¡A ª`®g¾¯¡A 5.00ML,11301,11312,0.0,0.0,0.0,0.0,171.5,171.5
113,A000587100,DOXYCYCLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,11301,11312,0.0,0.0,0.0,0.0,104.0,104.0
113,A000604151,DEXTROMETHORPHAN 2.5MG/ML + POTASSIUM CRESOLSULFONATE 15MG/ML¡A ¤ºªA²G¾¯¡A 60.00ML,11301,11312,1898.3,1569.0,3467.3,2268.8,1949.5,4218.3
113,A000647100,CYPROHEPTADINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.00 MG,11301,11312,0.0,0.0,0.0,109.1,180.4,289.5
113,A000742199,CLOPERASTINE ¡A ¤fªAÁû²É¾¯ ¡A 177.00 MG,11301,11312,0.0,0.0,0.0,6477.0,8184.0,14661.0
113,A000749100,BELLADONNA ALKALOID 4MG + ALUMINUM HYDROXIDE 100MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11301,11312,0.0,0.0,0.0,28588.0,25661.0,54249.0
113,A000822157,DEXTROMETHORPHAN HBR  0.5MG/ML+ AMMONIUM CHLORIDE 2MG/ML+ CHLORPHENIRAMINE MALEATE  0.15MG/ML+METHYLEPHEDRINE DL- HCL  0.4MG/ML+ POTASSIUM GUAIACOLSULFONATE 6MG/ML¡A¤fªA²G¾¯¡A120ML,11301,11312,8.0,19.0,27.0,14.0,25.0,39.0
113,A000844100,MEPENZOLATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 7.50 MG,11301,11312,0.0,0.0,0.0,38.0,21.0,59.0
113,A000849100,ERYTHROMYCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,41.0,42.0,83.0
113,A000862100,MAGNESIUM OXIDE 70MG + SODIUM BICARBONATE 200MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11301,11312,0.0,0.0,0.0,6.0,56.0,62.0
113,A000895100,DIAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,11301,11312,79.0,80.0,159.0,103.0,99.5,202.5
113,A000900100,PROPRANOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,11301,11312,0.0,0.0,0.0,0.0,6.0,6.0
113,A000902100,INOSITOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,11301,11312,0.0,0.0,0.0,27.0,0.0,27.0
113,A000933100,PREDNISOLONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,11301,11312,0.0,0.0,0.0,108.0,141.0,249.0
113,A000985100,VITAMIN B1 50MG + VITAMIN B2 2-5MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,11301,11312,0.0,0.0,0.0,28.0,120.0,148.0
113,A000998100,DIMETHICONE 36.7MG + ALUMINUM HYDROXIDE 334MG + MAGNESIUM HYDROXIDE 166MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,11301,11312,0.0,0.0,0.0,3490.0,4499.0,7989.0
113,A001001100,SERRAPEPTASE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,11301,11312,0.0,0.0,0.0,2577.6,2286.6,4864.2
113,A0010011G0,SERRAPEPTASE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,11301,11312,0.0,0.0,0.0,207.0,222.0,429.0
113,A001046100,MAGNESIUM OXIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,164040.4,283418.0,447458.4,323098.7,530709.0,853807.7
113,A0010471G0,FUROSEMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,11301,11312,0.0,0.0,0.0,0.0,9.0,9.0
113,A001057100,GUAIFENESIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,11301,11312,0.0,0.0,0.0,2412.8,2632.5,5045.3
113,A001059100,DEXAMETHASONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MCG,11301,11312,0.0,0.0,0.0,16.5,64.0,80.5
113,A001068100,AMPICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,8.0,0.0,8.0
113,A001112100,METRONIDAZOLE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,86.0,87.0,173.0
113,A001155100,PHENOBARBITAL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,11301,11312,0.0,0.0,0.0,1.5,174.0,175.5
113,A0011921G0,ETILEFRIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,11301,11312,0.0,0.0,0.0,0.0,4.5,4.5
113,A001206100,CLOFIBRATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,0.0,70.0,70.0
113,A001217100,DIAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,11301,11312,0.0,28.0,28.0,0.0,28.0,28.0
113,A001226100,PREDNISOLONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,11301,11312,33148.5,32458.0,65606.5,56412.0,58479.0,114891.0
113,A001358100,AMINOPHYLLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,11301,11312,0.0,0.0,0.0,2236.5,1668.0,3904.5
113,A001396100,ERYTHROMYCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,11301,11312,0.0,0.0,0.0,144.0,84.0,228.0
113,A001398100,NALIDIXIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,11301,11312,102.0,180.0,282.0,216.0,606.0,822.0
113,A001400100,DIPROPHYLLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,11301,11312,0.0,0.0,0.0,7414.0,8076.0,15490.0
113,A001426100,ALUMINUM HYDROXIDE ¡A ¤ºªA²G¾¯ ¡A 40.00  MG/ML ¡A 1.00 ML,11301,11312,0.0,0.0,0.0,1176.0,3360.0,4536.0
113,A001426199,ALUMINUM HYDROXIDE ¡A ¤ºªA²G¾¯ ¡A 40.00  MG/ML ¡A 1.00 ML,11301,11312,0.0,0.0,0.0,9.0,528.0,537.0
113,A001437277,AMPICILLIN ¡A ª`®g¾¯ ¡A 500.00 MG,11301,11312,30.0,9.0,39.0,30.0,9.0,39.0
113,A001446100,AMPICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,11301,11312,0.0,0.0,0.0,85.5,9.0,94.5
113,A001448100,NOSCAPINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 20.00 MG,11301,11312,106985.8,117605.7,224591.5,776810.8,864364.5,1641175.3
